2024-02-13 12:33:02,561: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-13 12:33:03,436: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-13 12:33:03,437: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-13 12:33:03,437: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-13 12:33:03,438: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-13 12:33:03,438: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-13 12:33:03[0m
2024-02-13 12:33:03,438: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 12:33:03,443: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 12:33:04,615: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-13 12:33:04[0m
2024-02-13 12:33:04,616: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-13 12:33:04,617: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-13 12:33:04,617: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-13 12:33:04[0m
2024-02-13 12:33:04,617: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 12:33:04,618: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 12:33:04,878: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-13 12:33:04[0m
2024-02-13 12:33:04,879: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-13 12:33:04,879: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-13 12:33:04,879: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-13 12:33:04,881: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-02-13 12:33:04,882: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-02-13 12:33:04,882: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-13 12:33:04,883: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-13 12:33:04,883: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-13 12:33:04,884: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-13 12:33:04,884: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-13 12:33:04,885: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-13 12:33:04[0m
2024-02-13 12:33:04,885: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 12:33:04,894: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
