datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-04 09:30:00-05:00,100000.0,149472.5509338379,0.0
2020-02-05 09:30:00-05:00,99277.83981323242,149472.5509338379,-0.007221601867675731
2020-02-06 09:30:00-05:00,98635.2426147461,149472.5509338379,-0.0064727153581828345
2020-02-07 09:30:00-05:00,98384.32037353516,149472.5509338379,-0.002543941035264674
2020-02-08 09:30:00-05:00,98551.08981323242,149472.5509338379,0.0016950814831477867
2020-02-10 09:30:00-05:00,98551.08981323242,149472.5509338379,0.0
2020-02-11 09:30:00-05:00,98794.35925292969,149472.5509338379,0.002468460167800224
2020-02-12 09:30:00-05:00,98040.07037353516,149472.5509338379,-0.007634938726242768
2020-02-13 09:30:00-05:00,97937.56298828125,149472.5509338379,-0.001045566214542215
2020-02-14 09:30:00-05:00,98085.97317504883,149472.5509338379,0.0015153551123723297
2020-02-15 09:30:00-05:00,97833.51943969727,149472.5509338379,-0.0025738005871749348
2020-02-18 09:30:00-05:00,97833.51943969727,149472.5509338379,0.0
2020-02-19 09:30:00-05:00,97986.51943969727,149472.5509338379,0.0015638811817897391
2020-02-20 09:30:00-05:00,97790.67962646484,149472.5509338379,-0.001998640367596116
2020-02-21 09:30:00-05:00,97798.33242797852,149472.5509338379,7.825696214514011e-05
2020-02-22 09:30:00-05:00,98145.64074707031,149472.5509338379,0.0035512703588025385
2020-02-24 09:30:00-05:00,98145.64074707031,149472.5509338379,0.0
2020-02-25 09:30:00-05:00,100032.12869262695,149472.5509338379,0.019221311626242077
2020-02-26 09:30:00-05:00,99909.73056030273,149472.5509338379,-0.0012235882003502896
2020-02-27 09:30:00-05:00,101403.01205444336,149472.5509338379,0.014946306888890204
2020-02-28 09:30:00-05:00,102737.17224121094,149472.5509338379,0.013157007466910953
2020-02-29 09:30:00-05:00,105301.44906616211,149472.5509338379,0.024959581512820295
2020-03-02 09:30:00-05:00,105301.44906616211,149472.5509338379,0.0
2020-03-03 09:30:00-05:00,103846.42224121094,149472.5509338379,-0.013817728415465247
2020-03-04 09:30:00-05:00,102119.05093383789,149472.5509338379,-0.01663390293178102
2020-03-05 09:30:00-05:00,102636.1916809082,149472.5509338379,0.005064096682658725
2020-03-06 09:30:00-05:00,102810.60925292969,149472.5509338379,0.00169937688806443
2020-03-07 09:30:00-05:00,104620.60186767578,149472.5509338379,0.017605115152009576
